one huge opportunity .	one huge opportunity .	NUM ADJ N;SG _
please help i m worried about him !!!	please help i be worried about he !!!	INTJ FIN;IMP;V 1;NOM;PRO;SG FIN;IND;PRS;V ADJ ADP 3;ACC;MASC;PRO;SG _
4 - easy .	4 - easy .	NUM _ ADJ _
july is when he started to exhibit slight symptoms and the owner and vet originally thought it was just some nerve damage from something in the pasture with no visible injury .	july be when he start to exhibit slight symptom and the owner and vet originally think it be just some nerve damage from something in the pasture with no visible injury .	PROPN;SG 3;FIN;IND;PRS;SG;V ADV 3;MASC;NOM;PRO;SG FIN;IND;PST;V PART NFIN;V ADJ N;PL CONJ DEF;DET N;SG CONJ N;SG ADV FIN;IND;PST;V 3;NEUT;NOM;PRO;SG 3;FIN;IND;PST;SG;V ADV DET N;SG N;SG ADP PRO;SG ADP DEF;DET N;SG ADP DET ADJ N;SG _
from snap 's statement on the robinson conviction :	from snap 's statement on the robinson conviction :	ADP PROPN;SG PART N;SG ADP DEF;DET PROPN;SG N;SG _
i got my horse when i was 12 and i was already 5 ' 9 - 5 ' 10 , thankfully i stopped growing when i hit 5 ' 11 " but my horse is about 16.2 or 16.3 hh , tb .	i get my horse when i be 12 and i be already 5 ' 9 - 5 ' 10 , thankfully i stop grow when i hit 5 ' 11 " but my horse be about 16.2 or 16.3 hh , tb .	1;NOM;PRO;SG FIN;IND;PST;V 1;PRO;SG N;SG ADV 1;NOM;PRO;SG 3;FIN;IND;PST;SG;V NUM CONJ 1;NOM;PRO;SG 3;FIN;IND;PST;SG;V ADV NUM N;PL NUM _ NUM N;PL NUM _ ADV 1;NOM;PRO;SG FIN;IND;PST;V V;V.MSDR ADV 1;NOM;PRO;SG FIN;IND;PRS;V NUM N;PL NUM N;PL CONJ 1;PRO;SG N;SG 3;FIN;IND;PRS;SG;V ADP NUM CONJ NUM N;PL _ PROPN;SG _
she has some big presentation mid-january .	she have some big presentation mid-january .	3;FEM;NOM;PRO;SG 3;FIN;IND;PRS;SG;V DET ADJ N;SG PROPN;SG _
abby needs to fly to new york twice a month for these treatments , and her time on the federal grant program has expired .	abby need to fly to new york twice a month for these treatment , and she time on the federal grant program have expire .	PROPN;SG 3;FIN;IND;PRS;SG;V PART NFIN;V ADP PROPN;SG PROPN;SG ADV DET;INDF N;SG ADP DET;PL N;PL _ CONJ 3;FEM;PRO;SG N;SG ADP DEF;DET ADJ N;SG N;SG 3;FIN;IND;PRS;SG;V PST;V;V.PTCP _
it may also be privileged or otherwise protected by work product immunity or other legal rules .	it may also be privileged or otherwise protect by work product immunity or other legal rule .	3;NEUT;NOM;PRO;SG FIN;V ADV NFIN;V ADJ CONJ ADV PST;V;V.PTCP ADP N;SG N;SG N;SG CONJ ADJ ADJ N;PL _
what do you think of these photos ?	what do you think of these photo ?	PRO FIN;IND;PRS;V 2;NOM;PRO NFIN;V ADP DET;PL N;PL _
mike jordan	mike jordan	PROPN;SG PROPN;SG
the call - in number and instructions for the 11/2 8:30 a.m. meeting are as follows :	the call - in number and instruction for the 11/2 8:30 a.m. meeting be as follow :	DEF;DET NFIN;V _ ADV N;SG CONJ N;PL ADP DEF;DET NUM NUM N;SG N;SG FIN;IND;PRS;V CONJ 3;FIN;IND;PRS;SG;V _
put a metal detector in front of every train station in spain and the terrorists will get the buses .	put a metal detector in front of every train station in spain and the terrorist will get the bus .	FIN;IMP;V DET;INDF N;SG N;SG ADP N;SG ADP DET N;SG N;SG ADP PROPN;SG CONJ DEF;DET N;PL FIN;V NFIN;V DEF;DET N;PL _
attn. gcp_london :	attn. gcp_london :	N;SG PROPN;SG _
he traveled under an alias and was accompanied by a former us army sergeant named ali mohammed .	he travel under a alias and be accompany by a former us army sergeant name ali mohammed .	3;MASC;NOM;PRO;SG FIN;IND;PST;V ADP DET;INDF N;SG CONJ 3;FIN;IND;PST;SG;V PASS;PST;V;V.PTCP ADP DET;INDF ADJ PROPN;SG PROPN;SG N;SG PST;V;V.PTCP PROPN;SG PROPN;SG _
but in my view it is highly significant .	but in my view it be highly significant .	CONJ ADP 1;PRO;SG N;SG 3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V ADV ADJ _
a common one is arsenic and there really is n't a way to cure that .	a common one be arsenic and there really be not a way to cure that .	DET;INDF ADJ N;SG 3;FIN;IND;PRS;SG;V N;SG CONJ PRO ADV 3;FIN;IND;PRS;SG;V PART DET;INDF N;SG PART NFIN;V PRO;SG _
subject : re : facts , purpose of list , italy , jews	subject : re : fact , purpose of list , italy , jews	N;SG _ ADP _ N;PL _ N;SG ADP N;SG _ PROPN;SG _ PL;PROPN
with higher than average prices to boot !	with higher than average price to boot !	ADP ADJ;CMPR ADP ADJ N;PL PART NFIN;V _
this cute little stunt is only going to prove just how fanatic the extremist muslims are .	this cute little stunt be only go to prove just how fanatic the extremist muslims be .	DET;SG ADJ ADJ N;SG 3;FIN;IND;PRS;SG;V ADV PRS;V;V.PTCP PART NFIN;V ADV ADV ADJ DEF;DET N;SG PL;PROPN FIN;IND;PRS;V _
any suggestions ?	any suggestion ?	DET N;PL _
do n't feed them broccoli , cauliflower , garlic , onions , head lettuce .... they are all too difficult for them to digest .	do not feed they broccoli , cauliflower , garlic , onion , head lettuce .... they be all too difficult for they to digest .	FIN;IMP;V PART FIN;IMP;V 3;ACC;PL;PRO N;SG _ N;SG _ N;SG _ N;PL _ N;SG N;SG _ 3;NOM;PL;PRO FIN;IND;PRS;V ADV ADV ADJ CONJ 3;ACC;PL;PRO PART NFIN;V _
i now understand that someone at ena / enron mexico / enron wholesale has signed an epc contract with abb for this project .	i now understand that someone at ena / enron mexico / enron wholesale have sign a epc contract with abb for this project .	1;NOM;PRO;SG ADV FIN;IND;PRS;V CONJ PRO;SG ADP PROPN;SG _ PROPN;SG PROPN;SG _ PROPN;SG PROPN;SG 3;FIN;IND;PRS;SG;V PST;V;V.PTCP DET;INDF N;SG N;SG ADP PROPN;SG ADP DET;SG N;SG _
please let me know how your organization can help the enron employees feel safer about the safeguard of their ss number .	please let i know how you organization can help the enron employee feel safer about the safeguard of they ss number .	INTJ FIN;IMP;V 1;ACC;PRO;SG NFIN;V ADV 2;PRO N;SG FIN;V NFIN;V DEF;DET PROPN;SG N;PL NFIN;V ADJ;CMPR ADP DEF;DET N;SG ADP 3;PL;PRO N;SG N;SG _
3 . the change in law provision reads a bit differently from the long form -- the thinking here is that the long form language is very lengthy and rather harsh ( and we 've had great difficulty selling it in the past ) .	3 . the change in law provision read a bit differently from the long form -- the thinking here be that the long form language be very lengthy and rather harsh ( and we have have great difficulty sell it in the past ) .	_ _ DEF;DET N;SG ADP N;SG N;SG 3;FIN;IND;PRS;SG;V DET;INDF N;SG ADV ADP DEF;DET ADJ N;SG _ DEF;DET N;SG ADV 3;FIN;IND;PRS;SG;V CONJ DEF;DET ADJ N;SG N;SG 3;FIN;IND;PRS;SG;V ADV ADJ CONJ ADV ADJ _ CONJ 1;NOM;PL;PRO FIN;IND;PRS;V PST;V;V.PTCP ADJ N;SG V;V.MSDR 3;ACC;NEUT;PRO;SG ADP DEF;DET N;SG _ _
i 'm nothing more than a devoted fan of the game myself and i hope that this area can become a haven for deep fan discussions .	i be nothing more than a devoted fan of the game myself and i hope that this area can become a haven for deep fan discussion .	1;NOM;PRO;SG FIN;IND;PRS;V PRO;SG ADJ;CMPR ADP DET;INDF ADJ N;SG ADP DEF;DET N;SG 1;PRO;SG CONJ 1;NOM;PRO;SG FIN;IND;PRS;V CONJ DET;SG N;SG FIN;V NFIN;V DET;INDF N;SG ADP ADJ N;SG N;PL _
$ 3.29 - average amount allocated per person nationwide in the first round of homeland security grants .	$ 3.29 - average amount allocate per person nationwide in the first round of homeland security grant .	_ NUM _ ADJ N;SG PST;V;V.PTCP ADP N;SG ADV ADP DEF;DET ADJ N;SG ADP N;SG N;SG N;PL _
tanvir hussain , 24 , london e10	tanvir hussain , 24 , london e10	PROPN;SG PROPN;SG _ NUM _ PROPN;SG PROPN;SG
then again , for the three of us who dined together , two pieces of flatbread left us fighting for more , and licking the hummus from our fingers ( and yes , those two pieces of flatbread did represent a three - person order ) .	then again , for the three of we who dine together , two piece of flatbread leave we fight for more , and lick the hummus from we finger ( and yes , those two piece of flatbread do represent a three - person order ) .	ADV ADV _ ADP DEF;DET NUM ADP 1;ACC;PL;PRO PRO FIN;IND;PST;V ADV _ NUM N;PL ADP N;SG FIN;IND;PST;V 1;ACC;PL;PRO V;V.MSDR ADP ADJ;CMPR _ CONJ V;V.MSDR DEF;DET N;SG ADP 1;PL;PRO N;PL _ CONJ INTJ _ DET;PL NUM N;PL ADP N;SG FIN;IND;PST;V NFIN;V DET;INDF NUM _ N;SG N;SG _ _
performance tests will either be performed on a project basis or a unit by unit basis in a given project .	performance test will either be perform on a project basis or a unit by unit basis in a give project .	N;SG N;PL FIN;V CONJ NFIN;V PASS;PST;V;V.PTCP ADP DET;INDF N;SG N;SG CONJ DET;INDF N;SG ADP N;SG N;SG ADP DET;INDF PST;V;V.PTCP N;SG _
i enjoyed the animations and wanted to share them with my friends .	i enjoy the animation and want to share they with my friend .	1;NOM;PRO;SG FIN;IND;PST;V DEF;DET N;PL CONJ FIN;IND;PST;V PART NFIN;V 3;ACC;PL;PRO ADP 1;PRO;SG N;PL _
we should try to have a conference call with the west desk to discuss as soon as we can .	we should try to have a conference call with the west desk to discuss as soon as we can .	1;NOM;PL;PRO FIN;V NFIN;V PART NFIN;V DET;INDF N;SG N;SG ADP DEF;DET ADJ N;SG PART NFIN;V ADV ADV CONJ 1;NOM;PL;PRO FIN;V _
other aspects of a civilized society must also have limitations .	other aspect of a civilized society must also have limitation .	ADJ N;PL ADP DET;INDF ADJ N;SG FIN;V ADV NFIN;V N;PL _
then , also , he 's got so much stuff in there right now , that i do n't know how he 's going to fit baby stuff .	then , also , he be get so much stuff in there right now , that i do not know how he be go to fit baby stuff .	ADV _ ADV _ 3;MASC;NOM;PRO;SG 3;FIN;IND;PRS;SG;V PASS;PST;V;V.PTCP ADV ADJ N;SG ADP ADV ADV ADV _ CONJ 1;NOM;PRO;SG FIN;IND;PRS;V PART NFIN;V ADV 3;MASC;NOM;PRO;SG 3;FIN;IND;PRS;SG;V PRS;V;V.PTCP PART NFIN;V N;SG N;SG _
french dating etiquette ?	french dating etiquette ?	ADJ N;SG N;SG _
the service stunk .	the service stink .	DEF;DET N;SG FIN;IND;PST;V _
the next day i took it to 2 auto shops and they both told me the same thing , engine is junk .	the next day i take it to 2 auto shop and they both tell i the same thing , engine be junk .	DEF;DET ADJ N;SG 1;NOM;PRO;SG FIN;IND;PST;V 3;ACC;NEUT;PRO;SG ADP NUM N;SG N;PL CONJ 3;NOM;PL;PRO DET FIN;IND;PST;V 1;ACC;PRO;SG DEF;DET ADJ N;SG _ N;SG 3;FIN;IND;PRS;SG;V N;SG _
apart from the 1,200 indian lives lost in 1987 , the indian peacekeeping force was immensely unpopular not only in tamil nadu and the jaffna peninsula but also among the sinhalese majority who considered it a violation of their country 's sovereignty .	apart from the 1,200 indian life lose in 1987 , the indian peacekeeping force be immensely unpopular not only in tamil nadu and the jaffna peninsula but also among the sinhalese majority who consider it a violation of they country 's sovereignty .	ADV ADP DEF;DET NUM ADJ N;PL PST;V;V.PTCP ADP NUM _ DEF;DET ADJ N;SG N;SG 3;FIN;IND;PST;SG;V ADV ADJ ADV ADV ADP PROPN;SG PROPN;SG CONJ DEF;DET PROPN;SG N;SG CONJ ADV ADP DEF;DET ADJ N;SG PRO FIN;IND;PST;V 3;ACC;NEUT;PRO;SG DET;INDF N;SG ADP 3;PL;PRO N;SG PART N;SG _
everyone was pleasant and very helpful .	everyone be pleasant and very helpful .	PRO;SG 3;FIN;IND;PST;SG;V ADJ CONJ ADV ADJ _
let me know if you have any questions or need anything else .	let i know if you have any question or need anything else .	FIN;IMP;V 1;ACC;PRO;SG NFIN;V CONJ 2;NOM;PRO FIN;IND;PRS;V DET N;PL CONJ FIN;IND;PRS;V PRO;SG ADJ _
delightful , hospitable , superb , cozy and comfortable .	delightful , hospitable , superb , cozy and comfortable .	ADJ _ ADJ _ ADJ _ ADJ CONJ ADJ _
rent car & drive to first hotel ( less than 1 hour away ) ; collapse	rent car & drive to first hotel ( less than 1 hour away ) ; collapse	NFIN;V N;SG CONJ NFIN;V ADP ADJ N;SG _ ADJ;CMPR ADP NUM N;SG ADV _ _ NFIN;V
this place offers a great manicure and pedicure .	this place offer a great manicure and pedicure .	DET;SG N;SG 3;FIN;IND;PRS;SG;V DET;INDF ADJ N;SG CONJ N;SG _
the cia has known of zawahiri 's plans to use anthrax for a half decade .	the cia have know of zawahiri 's plan to use anthrax for a half decade .	DEF;DET PROPN;SG 3;FIN;IND;PRS;SG;V PST;V;V.PTCP ADP PROPN;SG PART N;PL PART NFIN;V N;SG ADP DET;INDF ADJ N;SG _
i used to tan down the street before i was referred to this place by one of my friends .	i use to tan down the street before i be refer to this place by one of my friend .	1;NOM;PRO;SG FIN;IND;PST;V PART NFIN;V ADP DEF;DET N;SG CONJ 1;NOM;PRO;SG 3;FIN;IND;PST;SG;V PST;V;V.PTCP ADP DET;SG N;SG ADP NUM ADP 1;PRO;SG N;PL _
my boyfriend and i were woken up in the middle of the night at our campsite by drunken kids who 'd arrived around 1:00 am and were drinking at the springs .	my boyfriend and i be wake up in the middle of the night at we campsite by drunken kid who have arrive around 1:00 am and be drink at the spring .	1;PRO;SG N;SG CONJ 1;NOM;PRO;SG FIN;IND;PST;V PST;V;V.PTCP ADP ADP DEF;DET N;SG ADP DEF;DET N;SG ADP 1;PL;PRO N;SG ADP ADJ N;PL PRO FIN;IND;PST;V PST;V;V.PTCP ADV NUM N;SG CONJ FIN;IND;PST;V V;V.MSDR ADP DEF;DET N;PL _
do you strip every woman because one pretended to be pregnant and carried a suicide bomb on her belly ?	do you strip every woman because one pretend to be pregnant and carry a suicide bomb on she belly ?	FIN;IND;PRS;V 2;NOM;PRO NFIN;V DET N;SG CONJ NUM FIN;IND;PST;V PART NFIN;V ADJ CONJ FIN;IND;PST;V DET;INDF N;SG N;SG ADP 3;FEM;PRO;SG N;SG _
finally , it must be said that stuart is a fantastic person to work with , because of his solid strategies and equally as importantly because he is a genuinely good person and a great communicator .	finally , it must be say that stuart be a fantastic person to work with , because of he solid strategy and equally as importantly because he be a genuinely good person and a great communicator .	ADV _ 3;NEUT;NOM;PRO;SG FIN;V NFIN;V PASS;PST;V;V.PTCP CONJ PROPN;SG 3;FIN;IND;PRS;SG;V DET;INDF ADJ N;SG PART NFIN;V ADP _ ADP ADP 3;MASC;PRO;SG ADJ N;PL CONJ ADV ADP ADV CONJ 3;MASC;NOM;PRO;SG 3;FIN;IND;PRS;SG;V DET;INDF ADV ADJ N;SG CONJ DET;INDF ADJ N;SG _
please let me know if you are interested in any of these games .	please let i know if you be interested in any of these game .	INTJ FIN;IMP;V 1;ACC;PRO;SG NFIN;V CONJ 2;NOM;PRO FIN;IND;PRS;V ADJ ADP DET ADP DET;PL N;PL _
nancy	nancy	PROPN;SG
the total number of casualties from hundreds of suicide murders within israel in the last three years is much smaller than those due to car accidents .	the total number of casualty from hundred of suicide murder within israel in the last three year be much smaller than those due to car accident .	DEF;DET ADJ N;SG ADP N;PL ADP N;PL ADP N;SG N;PL ADP PROPN;SG ADP DEF;DET ADJ NUM N;PL 3;FIN;IND;PRS;SG;V ADV ADJ;CMPR ADP PL;PRO ADP ADP N;SG N;PL _
sorry again	sorry again	ADJ ADV
i do n't know .	i do not know .	1;NOM;PRO;SG FIN;IND;PRS;V PART NFIN;V _
that will help to reassure him , and he will be less aggressive with her .	that will help to reassure he , and he will be less aggressive with she .	PRO;SG FIN;V NFIN;V PART NFIN;V 3;ACC;MASC;PRO;SG _ CONJ 3;MASC;NOM;PRO;SG FIN;V NFIN;V ADV;CMPR ADJ ADP 3;FEM;PRO;SG _
posted by hidden nook to hidden nook at 2/15/2005 05:12:00 pm	post by hidden nook to hidden nook at 2/15/2005 05:12:00 pm	PST;V;V.PTCP ADP PROPN;SG PROPN;SG ADP PROPN;SG PROPN;SG ADP NUM NUM N;SG
sara	sara	PROPN;SG
bob noyce and gordon moore wanted to name their new company ' moore noyce ' but that was already trademarked by a hotel chain so they had to settle for an acronym of integrated electronics .	bob noyce and gordon moore want to name they new company ' moore noyce ' but that be already trademark by a hotel chain so they have to settle for a acronym of integrated electronics .	PROPN;SG PROPN;SG CONJ PROPN;SG PROPN;SG FIN;IND;PST;V PART NFIN;V 3;PL;PRO ADJ N;SG _ PROPN;SG PROPN;SG _ CONJ PRO;SG 3;FIN;IND;PST;SG;V ADV PASS;PST;V;V.PTCP ADP DET;INDF N;SG N;SG ADV 3;NOM;PL;PRO FIN;IND;PST;V PART NFIN;V ADP DET;INDF N;SG ADP ADJ N;PL _
clean and superb .	clean and superb .	ADJ CONJ ADJ _
jim	jim	PROPN;SG
come and say hello ... you will be warmly welcomed !	come and say hello ... you will be warmly welcome !	FIN;IMP;V CONJ FIN;IMP;V INTJ _ 2;NOM;PRO FIN;V NFIN;V ADV PASS;PST;V;V.PTCP _
to emancipate the south , but it was a serious failure .	to emancipate the south , but it be a serious failure .	PART NFIN;V DEF;DET N;SG _ CONJ 3;NEUT;NOM;PRO;SG 3;FIN;IND;PST;SG;V DET;INDF ADJ N;SG _
paula	paula	PROPN;SG
you 'll be among the first to seize upon new societal trends to create new opportunities for yourself , as your creativity will be at an all - time high .	you will be among the first to seize upon new societal trend to create new opportunity for yourself , as you creativity will be at a all - time high .	2;NOM;PRO FIN;V NFIN;V ADP DEF;DET ADJ PART NFIN;V ADP ADJ ADJ N;PL PART NFIN;V ADJ N;PL ADP 2;ACC;PRO;REFL;SG _ CONJ 2;PRO N;SG FIN;V NFIN;V ADP DET;INDF DET _ N;SG N;SG _
actually it is not a new truck .	actually it be not a new truck .	ADV 3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V PART DET;INDF ADJ N;SG _
just the zinc fumes will get you , if you do n't take precautions .	just the zinc fume will get you , if you do not take precaution .	ADV DEF;DET N;SG N;PL FIN;V NFIN;V 2;ACC;PRO _ CONJ 2;NOM;PRO FIN;IND;PRS;V PART NFIN;V N;PL _
broke out the activities of 1307 .	break out the activity of 1307 .	FIN;IND;PST;V ADP DEF;DET N;PL ADP NUM _
i also did not feel like they tried to sell me a bunch of services that i did not need .	i also do not feel like they try to sell i a bunch of service that i do not need .	1;NOM;PRO;SG ADV FIN;IND;PST;V PART NFIN;V CONJ 3;NOM;PL;PRO FIN;IND;PST;V PART NFIN;V 1;ACC;PRO;SG DET;INDF N;SG ADP N;PL PRO 1;NOM;PRO;SG FIN;IND;PST;V PART NFIN;V _
i really do need answers and advice , and not insulting answers !!	i really do need answer and advice , and not insulting answer !!	1;NOM;PRO;SG ADV FIN;IND;PRS;V NFIN;V N;PL CONJ N;SG _ CONJ ADV ADJ N;PL _
lara	lara	PROPN;SG
i did not have a good experience w / dr. ghassemlou .	i do not have a good experience with / dr. ghassemlou .	1;NOM;PRO;SG FIN;IND;PST;V PART NFIN;V DET;INDF ADJ N;SG ADP _ PROPN;SG PROPN;SG _
horrible !!!! !	horrible !!!! !	ADJ _ _
the bronze medal is given to people who " risk their lives to an extraordinary degree while saving or attempting to save the lives of others . "	the bronze medal be give to people who " risk they life to a extraordinary degree while save or attempt to save the life of other . "	DEF;DET N;SG N;SG 3;FIN;IND;PRS;SG;V PASS;PST;V;V.PTCP ADP N;PL PRO _ FIN;IND;PRS;V 3;PL;PRO N;PL ADP DET;INDF ADJ N;SG CONJ V;V.MSDR CONJ V;V.MSDR PART NFIN;V DEF;DET N;PL ADP N;PL _ _
i would really appreciate that .	i would really appreciate that .	1;NOM;PRO;SG FIN;V ADV NFIN;V PRO;SG _
( newsday.com )	( newsday.com )	_ _ _
i survived it without a problem .	i survive it without a problem .	1;NOM;PRO;SG FIN;IND;PST;V 3;ACC;NEUT;PRO;SG ADP DET;INDF N;SG _
