занимает площадь 352,658 км2 .	занимать площадь 352,658 км2 .	3;FIN;IND;IPFV;PRS;SG;V ACC;FEM;INAN;N;SG NOM;NUM GEN;INAN;MASC;N;PL _
по новому административному делению , после создания 8 ( 20 ) октября 1802 года таврической губернии , шура был включён в состав алуштинской волости симферопольского уезда .	по новый административный деление , после создание 8 ( 20 ) октябрь 1802 год таврический губерния , шура быть включить в состав алуштинский волость симферопольский уезд .	ADP ADJ;DAT;INAN;NEUT;SG ADJ;DAT;INAN;NEUT;SG DAT;INAN;N;NEUT;SG _ ADP GEN;INAN;N;NEUT;SG ADJ;GEN;INAN;NEUT;SG _ ADJ;GEN;INAN;NEUT;SG _ GEN;INAN;MASC;N;SG ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG ADJ;FEM;GEN;INAN;SG FEM;GEN;INAN;N;SG _ INAN;MASC;NOM;PROPN;SG FIN;IND;IPFV;MASC;PST;SG;V INAN;MASC;NOM;PASS;PFV;PST;SG;V;V.PTCP ADP ACC;INAN;MASC;N;SG ADJ;FEM;GEN;INAN;SG FEM;GEN;INAN;N;SG ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG _
кроме того , нам предстоит борьба не только с инфицированными существами , но и с героями оригинальной серии , такими как леон , джилл и клэр , а также с отрядом spec ops .	кроме то , мы предстоять борьба не только с инфицировать существо , но и с герой оригинальный серия , такой как леон , джилл и клэр , а также с отряд spec ops .	ADP GEN;INAN;NEUT;PRO;SG _ 1;DAT;PL;PRO 3;FIN;IND;IPFV;PRS;SG;V FEM;INAN;N;NOM;SG PART PART ADP INAN;INS;PASS;PFV;PL;PST;V;V.PTCP INAN;INS;N;NEUT;PL _ CONJ CONJ ADP ANIM;INS;MASC;N;PL ADJ;FEM;GEN;INAN;SG FEM;GEN;INAN;N;SG _ ANIM;DET;INS;PL CONJ ANIM;MASC;NOM;PROPN;SG _ ANIM;FEM;NOM;PROPN;SG CONJ ANIM;FEM;NOM;PROPN;SG _ CONJ CONJ ADP INAN;INS;MASC;N;SG INAN;INS;MASC;PROPN;SG INAN;INS;MASC;PL;PROPN _
с 1931 года -- епископ бугурусланский , викарий оренбургской епархии .	с 1931 год -- епископ бугурусланский , викарий оренбургский епархия .	ADP ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG _ ANIM;MASC;N;NOM;SG ADJ;ANIM;MASC;NOM;SG _ ANIM;MASC;N;NOM;SG ADJ;FEM;GEN;INAN;SG FEM;GEN;INAN;N;SG _
peugeot , renault и citroën представляли свои новые модели , к примеру unio .	peugeot , renault и citroën представлять свой новый модель , к пример unio .	INAN;NEUT;NOM;PROPN;SG _ INAN;NEUT;NOM;PROPN;SG CONJ INAN;MASC;NOM;PROPN;SG FIN;IND;IPFV;PL;PST;V ACC;DET;INAN;PL;REFL ACC;ADJ;INAN;PL ACC;FEM;INAN;N;PL _ ADP DAT;INAN;MASC;N;SG ACC;INAN;NEUT;PROPN;SG _
в 1834 г. башкир было 239 ( 15 дворов ) , тептярей -- 20 человек .	в 1834 г. башкир быть 239 ( 15 двор ) , тептярь -- 20 человек .	ADP ADJ;ESS;INAN;MASC;SG ESS;INAN;MASC;N;SG ANIM;GEN;MASC;N;PL FIN;IND;IPFV;NEUT;PST;SG;V NOM;NUM _ NOM;NUM GEN;INAN;MASC;N;PL _ _ ANIM;GEN;MASC;N;PL _ NOM;NUM ANIM;GEN;MASC;N;PL _
завершив карьеру футболиста , сормани работал тренером .	завершить карьера футболист , сормани работать тренер .	PFV;V;V.CVB ACC;FEM;INAN;N;SG ANIM;GEN;MASC;N;SG _ ANIM;MASC;NOM;PROPN;SG FIN;IND;IPFV;MASC;PST;SG;V ANIM;INS;MASC;N;SG _
член - корреспондент ан ссср ( 1939 ) .	член - корреспондент ан ссср ( 1939 ) .	ADV _ ANIM;MASC;N;NOM;SG FEM;GEN;INAN;PROPN;SG GEN;INAN;MASC;PROPN;SG _ ADJ;INAN;MASC;NOM;SG _ _
мсц ехб состоит из 15 объединений : в состав международного совета церквей ехб входят 25 членов совета и 15 его сотрудников , которые несут ответственность за деятельность братства в межсъездный период .	мсц ехб состоять из 15 объединение : в состав международный совет церковь ехб входить 25 член совет и 15 его сотрудник , который нести ответственность за деятельность братство в межсъездный период .	INAN;MASC;NOM;PROPN;SG ANIM;GEN;MASC;PL;PROPN 3;FIN;IND;IPFV;PRS;SG;V ADP GEN;NUM GEN;INAN;N;NEUT;PL _ ADP ACC;INAN;MASC;N;SG ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG FEM;GEN;INAN;N;PL ANIM;GEN;MASC;PL;PROPN 3;FIN;IND;IPFV;PL;PRS;V NOM;NUM ANIM;GEN;MASC;N;PL GEN;INAN;MASC;N;SG CONJ NOM;NUM 3;DET ANIM;GEN;MASC;N;PL _ ANIM;NOM;PL;PRO 3;FIN;IND;IPFV;PL;PRS;V ACC;FEM;INAN;N;SG ADP ACC;FEM;INAN;N;SG GEN;INAN;N;NEUT;SG ADP ACC;ADJ;INAN;MASC;SG ACC;INAN;MASC;N;SG _
`` табачная дорога &#39;&#39; ( ) -- фильм джона форда , созданный в редком для режиссера жанре комедии .	`` табачный дорога &#39;&#39; ( ) -- фильм джон форд , создать в редкий для режиссер жанр комедия .	_ ADJ;FEM;INAN;NOM;SG FEM;INAN;N;NOM;SG _ _ _ _ INAN;MASC;N;NOM;SG ANIM;GEN;MASC;PROPN;SG ANIM;GEN;MASC;PROPN;SG _ INAN;MASC;NOM;PASS;PFV;PST;SG;V;V.PTCP ADP ADJ;ESS;INAN;MASC;SG ADP ANIM;GEN;MASC;N;SG ESS;INAN;MASC;N;SG FEM;GEN;INAN;N;SG _
ковенантеры ( ) -- сторонники `` национального ковенанта &#39;&#39; 1638 г. , манифеста шотландского национального движения в защиту пресвитерианской церкви .	ковенантер ( ) -- сторонник `` национальный ковенант &#39;&#39; 1638 г. , манифест шотландский национальный движение в защита пресвитерианский церковь .	ANIM;MASC;N;NOM;PL _ _ _ ANIM;MASC;N;NOM;PL _ ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG _ ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG _ GEN;INAN;MASC;N;SG ADJ;GEN;INAN;NEUT;SG ADJ;GEN;INAN;NEUT;SG GEN;INAN;N;NEUT;SG ADP ACC;FEM;INAN;N;SG ADJ;FEM;GEN;INAN;SG FEM;GEN;INAN;N;SG _
в 1776 году харламов отличился в крымском походе , был замечен суворовым и с тех пор состоял в войсках , находившихся под личным руководством последнего .	в 1776 год харламов отличиться в крымский поход , быть заметить суворов и с тот пора состоять в войско , находиться под личный руководство последний .	ADP ADJ;ESS;INAN;MASC;SG ESS;INAN;MASC;N;SG ANIM;MASC;NOM;PROPN;SG FIN;IND;MASC;MID;PFV;PST;SG;V ADP ADJ;ESS;INAN;MASC;SG ESS;INAN;MASC;N;SG _ FIN;IND;IPFV;MASC;PST;SG;V ANIM;MASC;NOM;PASS;PFV;PST;SG;V;V.PTCP ANIM;INS;MASC;PROPN;SG CONJ ADP DET;GEN;INAN;PL FEM;GEN;INAN;N;PL FIN;IND;IPFV;MASC;PST;SG;V ADP ESS;INAN;N;NEUT;PL _ ACT;ESS;INAN;IPFV;PL;PST;V;V.PTCP ADP ADJ;INAN;INS;NEUT;SG INAN;INS;N;NEUT;SG ANIM;GEN;MASC;N;SG _
тюме́нь -- первый город в сибири , административный центр тюменского района , административный центр тюменской области .	тюмень -- первый город в сибирь , административный центр тюменский район , административный центр тюменский область .	FEM;INAN;NOM;PROPN;SG _ ADJ;INAN;MASC;NOM;SG INAN;MASC;N;NOM;SG ADP ESS;FEM;INAN;PROPN;SG _ ADJ;INAN;MASC;NOM;SG INAN;MASC;N;NOM;SG ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG _ ADJ;INAN;MASC;NOM;SG INAN;MASC;N;NOM;SG ADJ;FEM;GEN;INAN;SG FEM;GEN;INAN;N;SG _
ещё до представления у неё были плохие предчувствия .	еще до представление у она быть плохой предчувствие .	ADV ADP GEN;INAN;N;NEUT;SG ADP 3;FEM;GEN;PRO;SG FIN;IND;IPFV;PL;PST;V ADJ;INAN;NOM;PL INAN;N;NEUT;NOM;PL _
полёт , проводился при финансовом обеспечении американской стороны .	полет , проводиться при финансовый обеспечение американский сторона .	INAN;MASC;N;NOM;SG _ FIN;IND;IPFV;MASC;MID;PST;SG;V ADP ADJ;ESS;INAN;NEUT;SG ESS;INAN;N;NEUT;SG ADJ;FEM;GEN;INAN;SG FEM;GEN;INAN;N;SG _
белая эмиграция в югославии -- российские эмигранты времен гражданской войны , осевшие в королевстве югославия .	белый эмиграция в югославия -- российский эмигрант время гражданский война , осесть в королевство югославия .	ADJ;FEM;INAN;NOM;SG FEM;INAN;N;NOM;SG ADP ESS;FEM;INAN;PROPN;SG _ ADJ;ANIM;NOM;PL ANIM;MASC;N;NOM;PL GEN;INAN;N;NEUT;PL ADJ;FEM;GEN;INAN;SG FEM;GEN;INAN;N;SG _ ACT;ANIM;NOM;PFV;PL;PST;V;V.PTCP ADP ESS;INAN;N;NEUT;SG FEM;INAN;NOM;PROPN;SG _
нередко его называют праздником фонарей , потому что с наступлением темноты они вывешиваются родными -- дабы души усопших могли найти дорогу домой .	нередко он называть праздник фонарь , потому что с наступление темнота они вывешиваться родной -- дабы душа усопший мочь найти дорога домой .	ADV 3;ACC;MASC;PRO;SG 3;FIN;IND;IPFV;PL;PRS;V INAN;INS;MASC;N;SG FEM;GEN;INAN;N;PL _ CONJ CONJ ADP INAN;INS;N;NEUT;SG FEM;GEN;INAN;N;SG 3;NOM;PL;PRO 3;FIN;IND;IPFV;MID;PL;PRS;V ANIM;INS;MASC;N;PL _ CONJ FEM;INAN;N;NOM;PL ANIM;GEN;MASC;N;PL FIN;IND;IPFV;PL;PST;V NFIN;PFV;V ACC;FEM;INAN;N;SG ADV _
с 1983 по 1994 работал статс - секретарём министерства науки и исследований земли северный рейн -- вестфалия .	с 1983 по 1994 работать статс - секретарь министерство наука и исследование земля северный рейн -- вестфалия .	ADP ADJ;GEN;INAN;MASC;SG ADP ACC;ADJ;INAN;MASC;SG FIN;IND;IPFV;MASC;PST;SG;V ADV _ ANIM;INS;MASC;N;SG GEN;INAN;N;NEUT;SG FEM;GEN;INAN;N;SG CONJ GEN;INAN;N;NEUT;PL FEM;GEN;INAN;N;SG ADJ;INAN;MASC;NOM;SG INAN;MASC;NOM;PROPN;SG _ FEM;INAN;NOM;PROPN;SG _
главными приоритетами реформ стали деполитизация и демилитаризация сбу , переориентация на защиту интересов простых граждан .	главный приоритет реформа стать деполитизация и демилитаризация сбу , переориентация на защита интерес простой гражданин .	ADJ;INAN;INS;PL INAN;INS;MASC;N;PL FEM;GEN;INAN;N;PL FIN;IND;PFV;PL;PST;V FEM;INAN;N;NOM;SG CONJ FEM;INAN;N;NOM;SG FEM;GEN;INAN;PROPN;SG _ FEM;INAN;N;NOM;SG ADP ACC;FEM;INAN;N;SG GEN;INAN;MASC;N;PL ADJ;ANIM;GEN;PL ANIM;GEN;MASC;N;PL _
все остальные , за исключением согласившихся креститься , были высланы из страны , их собственность конфискована .	весь остальной , за исключение согласиться креститься , быть выслать из страна , их собственность конфисковать .	ANIM;DET;NOM;PL ANIM;MASC;N;NOM;PL _ ADP INAN;INS;N;NEUT;SG ACT;ANIM;GEN;PFV;PL;PST;V;V.PTCP IPFV;MID;NFIN;V _ FIN;IND;IPFV;PL;PST;V ANIM;NOM;PASS;PFV;PL;PST;V;V.PTCP ADP FEM;GEN;INAN;N;SG _ 3;DET FEM;INAN;N;NOM;SG FEM;INAN;NOM;PASS;PFV;PST;SG;V;V.PTCP _
зато командиры их -- профессиональные вояки , прекрасно владеют русским .	зато командир их -- профессиональный вояка , прекрасно владеть русский .	CONJ ANIM;MASC;N;NOM;PL 3;DET _ ADJ;ANIM;NOM;PL ANIM;MASC;N;NOM;PL _ ADV 3;FIN;IND;IPFV;PL;PRS;V INAN;INS;MASC;N;SG _
своё мнение шнеер подкрепляет многочисленными фактами и свидетельствами .	свой мнение шнеер подкреплять многочисленный факт и свидетельство .	ACC;DET;INAN;NEUT;REFL;SG ACC;INAN;N;NEUT;SG ANIM;MASC;NOM;PROPN;SG 3;FIN;IND;IPFV;PRS;SG;V ADJ;INAN;INS;PL INAN;INS;MASC;N;PL CONJ INAN;INS;N;NEUT;PL _
деревня основана дворянином , капитан - лейтенантом флота константином антоновичем богдановичем .	деревня основать дворянин , капитан - лейтенант флот константин антонович богданович .	FEM;INAN;N;NOM;SG FEM;INAN;NOM;PASS;PFV;PST;SG;V;V.PTCP ANIM;INS;MASC;N;SG _ ADV _ ANIM;INS;MASC;N;SG GEN;INAN;MASC;N;SG ANIM;INS;MASC;PROPN;SG ANIM;INS;MASC;PROPN;SG ANIM;INS;MASC;PROPN;SG _
здесь сформировался его литературный стиль и привычка быть всегда в центре событий .	здесь сформироваться его литературный стиль и привычка быть всегда в центр событие .	ADV FIN;IND;MASC;MID;PFV;PST;SG;V 3;DET ADJ;INAN;MASC;NOM;SG INAN;MASC;N;NOM;SG CONJ FEM;INAN;N;NOM;SG IPFV;NFIN;V ADV ADP ESS;INAN;MASC;N;SG GEN;INAN;N;NEUT;PL _
в xii веке термин использовался для обозначения человека , организующего армию от имени политического или феодального лидера .	в xii век термин использоваться для обозначение человек , организовывать армия от имя политический или феодальный лидер .	ADP ADJ;ESS;INAN;MASC;SG ESS;INAN;MASC;N;SG INAN;MASC;N;NOM;SG FIN;IND;IPFV;MASC;MID;PST;SG;V ADP GEN;INAN;N;NEUT;SG ANIM;GEN;MASC;N;SG _ ACT;ANIM;GEN;IPFV;MASC;PRS;SG;V;V.PTCP ACC;FEM;INAN;N;SG ADP GEN;INAN;N;NEUT;SG ADJ;ANIM;GEN;MASC;SG CONJ ADJ;ANIM;GEN;MASC;SG ANIM;GEN;MASC;N;SG _
алтарный образ предназначался для церкви сан - бартоломео , располагавшейся у немецкого торгового дома фондако деи тедески .	алтарный образ предназначаться для церковь сан - бартоломео , располагаться у немецкий торговый дом фондако деи тедески .	ADJ;INAN;MASC;NOM;SG INAN;MASC;N;NOM;SG FIN;IND;IPFV;MASC;MID;PST;SG;V ADP FEM;GEN;INAN;N;SG ADV _ GEN;INAN;MASC;PROPN;SG _ ACT;FEM;GEN;INAN;IPFV;PST;SG;V;V.PTCP ADP ADJ;GEN;INAN;MASC;SG ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG GEN;INAN;NEUT;PROPN;SG GEN;INAN;NEUT;PROPN;SG GEN;INAN;NEUT;PROPN;SG _
в декабре 2012 года на территории цар начался вооружённый конфликт .	в декабрь 2012 год на территория цар начаться вооруженный конфликт .	ADP ESS;INAN;MASC;N;SG ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG ADP ESS;FEM;INAN;N;SG FEM;GEN;INAN;PROPN;SG FIN;IND;MASC;MID;PFV;PST;SG;V ADJ;INAN;MASC;NOM;SG INAN;MASC;N;NOM;SG _
среди жертв дровосека были и беременная женщина , и малолетний ребенок , зарубленный прямо на руках у матери .	среди жертва дровосек быть и беременный женщина , и малолетний ребенок , зарубить прямо на рука у мать .	ADP ANIM;GEN;MASC;N;PL ANIM;GEN;MASC;N;SG FIN;IND;IPFV;PL;PST;V CONJ ADJ;ANIM;FEM;NOM;SG ANIM;FEM;N;NOM;SG _ CONJ ADJ;ANIM;MASC;NOM;SG ANIM;MASC;N;NOM;SG _ ANIM;MASC;NOM;PASS;PFV;PST;SG;V;V.PTCP ADV ADP ESS;FEM;INAN;N;PL ADP ANIM;FEM;GEN;N;SG _
занимает площадь 900,483 км2 .	занимать площадь 900,483 км2 .	3;FIN;IND;IPFV;PRS;SG;V ACC;FEM;INAN;N;SG INAN;NOM;NUM GEN;INAN;MASC;N;SG _
сборные румынии и австралии пришли из второго дивизиона , сборные австрии и словении пришли из топ - дивизиона , сборная японии не участвовала в прошлом году из - за землетрясения в японии , ей было гарантировано участие в 2012 году , остальные команды пришли с прошлого турнира первого дивизиона .	сборная румыния и австралия прийти из второй дивизион , сборная австрия и словения прийти из топ - дивизион , сборная япония не участвовать в прошлый год из - за землетрясение в япония , она быть гарантировать участие в 2012 год , остальной команда прийти с прошлый турнир первый дивизион .	FEM;INAN;N;NOM;PL FEM;GEN;INAN;PROPN;SG CONJ FEM;GEN;INAN;PROPN;SG FIN;IND;PFV;PL;PST;V ADP ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG _ FEM;INAN;N;NOM;PL FEM;GEN;INAN;PROPN;SG CONJ FEM;GEN;INAN;PROPN;SG FIN;IND;PFV;PL;PST;V ADP ADV _ GEN;INAN;MASC;N;SG _ FEM;INAN;N;NOM;SG FEM;GEN;INAN;PROPN;SG NEG;PART FEM;FIN;IND;IPFV;PST;SG;V ADP ADJ;ESS;INAN;MASC;SG ESS;INAN;MASC;N;SG ADP _ ADP GEN;INAN;N;NEUT;SG ADP ESS;FEM;INAN;PROPN;SG _ 3;DAT;FEM;PRO;SG FIN;IND;IPFV;NEUT;PST;SG;V INAN;NEUT;NOM;PASS;PFV;PST;SG;V;V.PTCP INAN;N;NEUT;NOM;SG ADP ADJ;ESS;INAN;MASC;SG ESS;INAN;MASC;N;SG _ ADJ;INAN;NOM;PL FEM;INAN;N;NOM;PL FIN;IND;PFV;PL;PST;V ADP ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG _
