հիմա , իհարկե , շատ ավելին գիտենք ։	հիմա , իհարկե , շատ ավելի գիտենալ ։	ADV _ PART _ ADJ DEF;N;NHUM;NOM;SG 1;ACT;FIN;IND;IPFV;PL;POS;PRS;V _
նշենք , որ արտահանման ոլորտը հայաստանի կառավարությունը համարում է տնտեսական աճ ապահովելու հենասյուներից մեկը :	նշել , որ արտահանում ոլորտ հայաստան կառավարություն համարել եմ տնտեսական աճ ապահովել հենասյուն մեկ :	1;ACT;FIN;PL;POS;PROSP;PRS;SBJV;V _ CONJ DAT;INDF;N;NHUM;SG DEF;N;NHUM;NOM;SG DAT;INDF;NHUM;PROPN;SG DEF;N;NHUM;NOM;SG ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V ADJ INDF;N;NHUM;NOM;SG ACT;DAT;INDF;POS;V;V.CVB AT+ABL;INDF;N;NHUM;PL DEF;N;NHUM;NOM;SG _
թռավ ձիուն , որը ծառան մոտեցրել էր նրան :	թռչել ձի , որ ծառա մոտենալ եմ նա :	3;FIN;IND;MID;PFV;POS;PST;SG;V DAT;DEF;N;NHUM;SG _ DEF;NOM;PRO;SG DEF;HUM;N;NOM;SG ACT;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V 3;DAT;DEF;PRO;SG _
լարն այնքան երկար էր , որ ցանկության դեպքում հեռախոսը թևի տակ դրած կարելի էր զբոսնել բնակարանով մեկ , բայց նա երբեք նման ցանկություն չէր ունենում ։	լար այնքան երկար եմ , որ ցանկություն դեպք հեռախոս թև տակ դնել կարելի եմ զբոսնել բնակարան մեկ , բայց նա երբեք նման ցանկություն եմ ունենալ ։	DEF;N;NHUM;NOM;SG ADV ADJ 3;FIN;IND;IPFV;POS;SG;V _ CONJ DAT;INDF;N;NHUM;SG ESS;INDF;N;NHUM;SG DEF;N;NHUM;NOM;SG DAT;INDF;N;NHUM;SG ADP;NOM ACT;PFV;POS;V;V.PTCP ADJ 3;FIN;IND;IPFV;POS;SG;V MID;NFIN;POS;V INDF;INS;N;NHUM;SG ADV _ CONJ 3;NOM;PRO;SG ADV ADJ INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;NEG;SG;V ACT;IPFV;V;V.PTCP _
երբ խեչոն աշխատող է դարձել , շուշան նախատատը մի գիշեր նստել է իր սպիտակ ձին ու գնացել անվերադարձ ։	երբ խեչո աշխատել եմ դառնալ , շուշան նախատատ մի գիշեր նստել եմ ինքը սպիտակ ձի ու գնալ անվերադարձ ։	CONJ DEF;HUM;NOM;PROPN;SG MID;POS;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V IPFV;MID;V;V.PTCP _ HUM;INDF;NOM;PROPN;SG DEF;HUM;N;NOM;SG DET INDF;N;NHUM;NOM;SG MID;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V 3;DET;GEN;REFL;SG ADJ DEF;N;NHUM;NOM;SG CONJ MID;PFV;V;V.PTCP ADV _
կառաջարկեի պարզապես նշանակել բագրատյանին նոր կառավարության բարեփոխումների գծով գլխավոր խորհրդական , իսկ եթե ոչ ՝ ինքնուրույն ուսումնասիրել իր շատ կարևոր ու նորարական մոտեցումները :	առաջարկել պարզապես նշանակել բագրատյան նոր կառավարություն բարեփոխում գիծ գլխավոր խորհրդական , իսկ եթե ոչ ՝ ինքնուրույն ուսումնասիրել ինքը շատ կարևոր ու նորարարական մոտեցում :	1;ACT;COND;FIN;IPFV;POS;PROSP;SG;V ADV ACT;NFIN;POS;V DAT;DEF;HUM;PROPN;SG ADJ DAT;INDF;N;NHUM;SG DAT;INDF;N;NHUM;PL INDF;INS;N;NHUM;SG ADJ HUM;INDF;N;NOM;SG _ CONJ CONJ PART _ ADV ACT;NFIN;POS;V 3;DET;GEN;REFL;SG ADV ADJ CONJ ADJ DEF;N;NHUM;NOM;PL _
- ընդհանրապես հանրային պահանջ կա ՞ փոփոխությունների :	- ընդհանրապես հանրային պահանջ կամ ՞ փոփոխություն :	_ ADV ADJ INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;MID;POS;PRS;SG;V _ DAT;INDF;N;NHUM;PL _
հնարավոր համարում ՞ եք , որ գերտերություններից որևէ մեկը , ասենք , ռուսաստանը , աջակցի կամ հրահրի նոր ռազմական գործողություններ :	հնարավոր համարել ՞ եմ , որ գերտերություն որևէ մեկը , ասել , ռուսաստան , աջակցել կամ հրահրել նոր ռազմական գործողություն :	ADJ ACT;IPFV;V;V.PTCP _ 2;FIN;IND;IPFV;PL;POS;PRS;V _ CONJ AT+ABL;INDF;N;NHUM;PL DET NOM;PRO _ 1;ACT;FIN;PL;POS;PROSP;PRS;SBJV;V _ DEF;NHUM;NOM;PROPN;SG _ 3;FIN;MID;POS;PROSP;PRS;SBJV;SG;V CONJ 3;ACT;FIN;POS;PROSP;PRS;SBJV;SG;V ADJ ADJ INDF;N;NHUM;NOM;PL _
հիշեցնենք , որ պարտադիր կուտակային կենսաթոշակային համակարգի ներդրումը մեծ դժգոհություն առաջացրեց հայաստանում . երիտասարդները տևական ժամանակ բողոքի ցույցեր էին անցկացնում ` պահանջելով չեղարկել այն :	հիշել , որ պարտադիր կուտակային կենսաթոշակային համակարգ ներդրում մեծ դժգոհություն առաջանալ հայաստան . երիտասարդ տևական ժամանակ բողոք ցույց եմ անցկացնել ` պահանջել չեղարկել այն :	1;CAUS;FIN;PL;POS;PROSP;PRS;SBJV;V _ CONJ ADJ ADJ ADJ DAT;INDF;N;NHUM;SG DEF;N;NHUM;NOM;SG ADJ INDF;N;NHUM;NOM;SG 3;ACT;FIN;IND;PFV;POS;PST;SG;V ESS;INDF;NHUM;PROPN;SG _ DEF;HUM;N;NOM;PL ADJ INDF;N;NHUM;NOM;SG DAT;INDF;N;NHUM;SG INDF;N;NHUM;NOM;PL 3;FIN;IND;IPFV;PL;POS;V ACT;IPFV;V;V.PTCP _ ACT;INDF;INS;POS;V;V.CVB ACT;NFIN;POS;V PRO;SG _
ծերունին փռվեց մեջքի վրա :	ծերունի փռվել մեջք վրա :	DEF;HUM;N;NOM;SG 3;FIN;IND;MID;PFV;POS;PST;SG;V DAT;INDF;N;NHUM;SG ADP;NOM _
նա փորձեց թողնել ծխելն ու խմելը ։	նա փորձել թողնել ծխել ու խմել ։	3;NOM;PRO;SG 3;ACT;FIN;IND;PFV;POS;PST;SG;V ACT;NFIN;POS;V ACT;DEF;NOM;POS;V;V.CVB CONJ ACT;DEF;NOM;POS;V;V.CVB _
հհկ-ում երեք պայմանական թիմ է ձևավորվել , և նրանց միջև պայքարը կարող է ավելի կոշտ լինել , քան ընդդիմության և իշխանության միջև :	հհկ երեք պայմանական թիմ եմ ձևավորվել , և նա միջև պայքար կարող եմ ավելի կոշտ լինել , քան ընդդիմություն և իշխանություն միջև :	ESS;INDF;NHUM;PROPN;SG NUM ADJ INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V MID;PFV;V;V.PTCP _ CONJ 3;DAT;PL;PRO ADP DEF;N;NHUM;NOM;SG ADJ 3;FIN;IND;IPFV;POS;PRS;SG;V ADV;CMPR ADJ MID;NFIN;POS;V _ CONJ DAT;INDF;N;NHUM;SG CONJ DAT;INDF;N;NHUM;SG ADP _
վերմակը տպտպացնում էր կնոջ ոտներին , ճակատը շոյում ու աչքերի մեջ նայելով հոգոց հանում . « մեր ցավն ա ՝ պիտի տանենք . ում ՞ վրա մուննաթ գանք » ։	վերմակ տպտպացնել եմ կին ոտ , ճակատ շոյել ու աչք մեջ նայել հոգոց հանել . « մենք ցավ եմ ՝ պիտի տանել . ով ՞ վրա մուննաթ գալ » ։	DEF;N;NHUM;NOM;SG ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V DAT;HUM;INDF;N;SG DAT;DEF;N;NHUM;PL _ DEF;N;NHUM;NOM;SG ACT;IPFV;V;V.PTCP CONJ DAT;INDF;N;NHUM;PL ADP;NOM INDF;INS;MID;POS;V;V.CVB INDF;N;NHUM;NOM;SG ACT;IPFV;V;V.PTCP _ _ 1;DET;GEN;PL DEF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V _ PART;POS 1;ACT;FIN;PL;POS;PROSP;PRS;SBJV;V _ DAT;PRO;SG _ ADP;NOM INDF;N;NHUM;NOM;SG 1;FIN;MID;PL;POS;PROSP;PRS;SBJV;V _ _
այսքանի համար նա բզզացող իր բլոճը բանթողից հետո քշում է ուղիղ քաղաքի սիրտը ։	այսքան համար նա բզզալ ինքը բլոճ բանթող հետո քշել եմ ուղիղ քաղաք սիրտ ։	GEN;INDF;PRO ADP 3;NOM;PRO;SG MID;POS;V;V.PTCP 3;DET;GEN;REFL;SG DEF;N;NHUM;NOM;SG AT+ABL;INDF;N;NHUM;SG ADP ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V ADV DAT;INDF;N;NHUM;SG DEF;N;NHUM;NOM;SG _
ռեժիսորը հույս հայտնեց իր ծրագրերը իրականացնել 2019 կամ 2020 թվականներին :	ռեժիսոր հույս հայտնել ինքը ծրագիր իրականանալ 2019 կամ 2020 թվական :	DEF;HUM;N;NOM;SG INDF;N;NHUM;NOM;SG 3;ACT;FIN;IND;PFV;POS;PST;SG;V 3;DET;GEN;REFL;SG DEF;N;NHUM;NOM;PL ACT;NFIN;POS;V NUM CONJ NUM DAT;DEF;N;NHUM;PL _
սակայն երեք տարի հետո ներկայացումը հանվեց խաղացանկից , և ես նկարահանեցի համանուն կինոնկարը » , - պատմեց չալդրանյանը :	սակայն երեք տարի հետո ներկայացում հանել խաղացանկ , և ես նկարահանել համանուն կինոնկար » , - պատմել չալդրանյան :	CONJ NUM INDF;N;NHUM;NOM;SG ADP DEF;N;NHUM;NOM;SG 3;FIN;IND;PASS;PFV;POS;PST;SG;V AT+ABL;INDF;N;NHUM;SG _ CONJ 1;NOM;PRO;SG 1;ACT;FIN;IND;PFV;POS;PST;SG;V ADJ DEF;N;NHUM;NOM;SG _ _ _ 3;ACT;FIN;IND;PFV;POS;PST;SG;V DEF;HUM;NOM;PROPN;SG _
մի խոսքով ՝ սառը և եռացրած ջրի արանքում է եղել իմ ողջ ստեղծագործական կյանքը » , - խոստովանեց նա :	մի խոսք ՝ սառը և եռալ ջուր արանք եմ լինել ես ողջ ստեղծագործական կյանք » , - խոստովանել նա :	DET INDF;INS;N;NHUM;SG _ ADJ CONJ ACT;PFV;POS;V;V.PTCP DAT;INDF;N;NHUM;SG ESS;INDF;N;NHUM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V MID;PFV;V;V.PTCP 1;DET;GEN;SG DET ADJ DEF;N;NHUM;NOM;SG _ _ _ 3;FIN;IND;MID;PFV;POS;PST;SG;V 3;NOM;PRO;SG _
արևմուտքի համար չափազանց անընդունելի է այն , որ հայերն այդպես էլ չեն ուզում դուրս գալ ռուսական ազդեցության ոլորտից :	արևմուտք համար չափազանց անընդունելի եմ այն , որ հայ այդպես էլ եմ ուզել դուրս գալ ռուսական ազդեցություն ոլորտ :	DAT;INDF;N;NHUM;SG ADP ADV ADJ 3;FIN;IND;IPFV;POS;PRS;SG;V PRO;SG _ CONJ DEF;HUM;N;NOM;PL ADV ADV 3;FIN;IND;IPFV;NEG;PL;PRS;V ACT;IPFV;V;V.PTCP ADV MID;NFIN;POS;V ADJ DAT;INDF;N;NHUM;SG AT+ABL;INDF;N;NHUM;SG _
միջոցառումը վարեց դերասան արսեն գրիգորյանը :	միջոցառում վարել դերասան արսեն գրիգորյան :	DEF;N;NHUM;NOM;SG 3;ACT;FIN;IND;PFV;POS;PST;SG;V HUM;INDF;N;NOM;SG HUM;INDF;NOM;PROPN;SG DEF;HUM;NOM;PROPN;SG _
առաջնության ընթացքում թիմի գլխավոր մարզիչ դարձավ սպորտային տնօրեն ֆերնանդո հիերոն :	առաջնություն ընթացք թիմ գլխավոր մարզիչ դառնալ սպորտային տնօրեն ֆերնանդո հիերո :	DAT;INDF;N;NHUM;SG ESS;INDF;N;NHUM;SG DAT;INDF;N;NHUM;SG ADJ HUM;INDF;N;NOM;SG 3;FIN;IND;MID;PFV;POS;PST;SG;V ADJ HUM;INDF;N;NOM;SG HUM;INDF;NOM;PROPN;SG DEF;HUM;NOM;PROPN;SG _
« նրանք իրարից հեռու չեն կարող փախչել , բայց ավելի մոտենալ էլ չեն կարող ։	« նա իրար հեռու եմ կարող փախչել , բայց ավելի մոտենալ էլ եմ կարող ։	_ 3;NOM;PL;PRO AT+ABL;PL;PRO ADV 3;FIN;IND;IPFV;NEG;PL;PRS;V ADJ MID;NFIN;POS;V _ CONJ ADV;CMPR MID;NFIN;POS;V ADV 3;FIN;IND;IPFV;NEG;PL;PRS;V ADJ _
սպասել էր , սպասում էր , չիմանալով , թե երբ ու ինչ տեսքով կկայանա այցելությունը և ինչ կբերի իրեն ՝ վերջնականապես կցնցի հիմքից , թե գոյատևելու օրհնություն կտա ։	սպասել եմ , սպասել եմ , իմանալ , թե երբ ու ինչ տեսք կայանալ այցելություն և ինչ բերել ինքը ՝ վերջնականապես ցնցել հիմք , թե գոյատևել օրհնություն տալ ։	MID;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V _ IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V _ ACT;INDF;INS;NEG;V;V.CVB _ CONJ ADV CONJ DET INDF;INS;N;NHUM;SG 3;COND;FIN;MID;POS;PROSP;PRS;SG;V DEF;N;NHUM;NOM;SG CONJ INDF;NOM;PRO;SG 3;ACT;COND;FIN;POS;PROSP;PRS;SG;V 3;DAT;PRO;REFL;SG _ ADV 3;ACT;COND;FIN;POS;PROSP;PRS;SG;V AT+ABL;INDF;N;NHUM;SG _ CONJ DAT;INDF;MID;POS;V;V.CVB INDF;N;NHUM;NOM;SG 3;ACT;COND;FIN;POS;PROSP;PRS;SG;V _
սա կապված է իրանի ազգային անվտանգության առանցքային խնդիրներից մեկի հետ :	սա կապվել եմ իրան ազգային անվտանգություն առանցքային խնդիր մեկ հետ :	NOM;PRO;SG MID;PFV;POS;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V DAT;INDF;NHUM;PROPN;SG ADJ DAT;INDF;N;NHUM;SG ADJ AT+ABL;INDF;N;NHUM;PL DAT;INDF;N;NHUM;SG ADP _
ինչպես ՞ եք գնահատում այդ գործոնի դերը , մի փոքր ուռճացված չէ ՞ այն :	ինչպես ՞ եմ գնահատել այդ գործոն դեր , մի փոքր ուռճանալ եմ ՞ այն :	ADV _ 2;FIN;IND;IPFV;PL;POS;PRS;V ACT;IPFV;V;V.PTCP DET DAT;INDF;N;NHUM;SG DEF;N;NHUM;NOM;SG _ DET ADV PASS;PFV;POS;V;V.PTCP 3;FIN;IND;IPFV;NEG;PRS;SG;V _ PRO;SG _
նա մեքենա գնեց , իսկ նրա եղբայրը ` ընդամենը մոտոցիկլետ ։	նա մեքենա գնել , իսկ նա եղբայր ` ընդամենը մոտոցիկլետ ։	3;NOM;PRO;SG INDF;N;NHUM;NOM;SG 3;ACT;FIN;IND;PFV;POS;PST;SG;V _ CONJ 3;DET;GEN;SG DEF;HUM;N;NOM;SG _ PART INDF;N;NHUM;NOM;SG _
նա շարունակեց .	նա շարունակել .	3;NOM;PRO;SG 3;ACT;FIN;IND;PFV;POS;PST;SG;V _
այդ դեպքում ղարաբաղյան հարցում իրանի հիմնական գործընկերը կդառնա ադրբեջանը , քանի որ խաղաղապահների խնդիրը կապվելու է ադրբեջանի իրավունքների ու նախաձեռնությունների հետ :	այդ դեպք ղարաբաղյան հարց իրան հիմնական գործընկեր դառնալ ադրբեջան , քանի որ խաղաղապահ խնդիր կապվել եմ ադրբեջան իրավունք ու նախաձեռնություն հետ :	DET ESS;INDF;N;NHUM;SG ADJ ESS;INDF;N;NHUM;SG DAT;INDF;NHUM;PROPN;SG ADJ DEF;HUM;N;NOM;SG 3;COND;FIN;MID;POS;PROSP;PRS;SG;V DEF;NHUM;NOM;PROPN;SG _ CONJ CONJ DAT;HUM;INDF;N;PL DEF;N;NHUM;NOM;SG MID;PROSP;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V DAT;INDF;NHUM;PROPN;SG DAT;INDF;N;NHUM;PL CONJ DAT;INDF;N;NHUM;PL ADP _
շատ կարևոր մի գործ ՝ « վարդապետի լռությունը » ֆիլմից հետո :	շատ կարևոր մի գործ ՝ « վարդապետ լռություն » ֆիլմ հետո :	ADV ADJ DET INDF;N;NHUM;NOM;SG _ _ DAT;HUM;INDF;N;SG DEF;N;NHUM;NOM;SG _ AT+ABL;INDF;N;NHUM;SG ADP _
վահրամ մարտիրոսյան , գրող , հրապարակախոս	վահրամ մարտիրոսյան , գրող , հրապարակախոս	HUM;INDF;NOM;PROPN;SG HUM;INDF;NOM;PROPN;SG _ HUM;INDF;N;NOM;SG _ HUM;INDF;N;NOM;SG
մի չարաճճի երեխա կյանքից հետ էր ընկել մանկապարտեզի վարիչի դեմ բռնություն գործադրելու և այնուհետև հրավիրված ոստիկանության աշխատակիցներին քաշքշելու համար ։	մի չարաճճի երեխա կյանք հետ եմ ընկնել մանկապարտեզ վարիչ դեմ բռնություն գործադրել և այնուհետև հրավիրել ոստիկանություն աշխատակից քաշել համար ։	DET ADJ HUM;INDF;N;NOM;SG AT+ABL;INDF;N;NHUM;SG ADV 3;FIN;IND;IPFV;POS;SG;V MID;PFV;V;V.PTCP DAT;INDF;N;NHUM;SG DAT;HUM;INDF;N;SG ADP INDF;N;NHUM;NOM;SG ACT;DAT;INDF;POS;V;V.CVB CONJ ADV PASS;PFV;POS;V;V.PTCP DAT;INDF;N;NHUM;SG DAT;DEF;HUM;N;PL ACT;DAT;INDF;ITER;POS;V;V.CVB ADP _
այսօր հայոց արքայական տոհմերից սերված հայորդիները , աշխարհի քունջ ու պուճախներն ընկած , անտեղյակ ու միամիտ մարդկությանն իրենց ազնվազարմությունն են քարոզում ։	այսօր հայոց արքայական տոհմ սերվել հայորդի , աշխարհ քունջ ու պուճախ ընկնել , անտեղյակ ու միամիտ մարդկություն ինքը ազնվազարմություն եմ քարոզել ։	INDF;N;NHUM;NOM;SG ADJ ADJ AT+ABL;INDF;N;NHUM;PL MID;PFV;POS;V;V.PTCP DEF;HUM;N;NOM;PL _ DAT;INDF;N;NHUM;SG INDF;N;NHUM;NOM;SG CONJ DEF;N;NHUM;NOM;PL MID;PFV;POS;V;V.PTCP _ ADJ CONJ ADJ DAT;DEF;HUM;N 3;DET;GEN;PL;REFL DEF;N;NHUM;NOM 3;FIN;IND;IPFV;PL;POS;PRS;V ACT;IPFV;V;V.PTCP _
ապա ինչ և ինչ պայմաններում հայտնվում եմ դաշնակցական բանակում ։	ապա ինչ և ինչ պայման հայտնվել եմ դաշնակցական բանակ ։	ADV DET CONJ DET ESS;INDF;N;NHUM;PL IPFV;MID;V;V.PTCP 1;FIN;IND;IPFV;POS;PRS;SG;V ADJ ESS;INDF;N;NHUM;SG _
ոչինչ չի օգնի :	ոչինչ եմ օգնել :	PRO 3;FIN;IND;IPFV;NEG;PRS;SG;V COND;FIN;MID;PROSP;V _
գործ ունենք մի իրավիճակի հետ , երբ իշխանությունը զբաղված է իր օրակարգով , պատրաստվում է հանուն սերժ սարգսյանի նախագծված սահմանադրության ու պառլամենտական կոչվող համակարգի վերջնական անցմանը :	գործ ունենալ մի իրավիճակ հետ , երբ իշխանություն զբաղված եմ ինքը օրակարգ , պատրաստվել եմ հանուն սերժ սարգսյան նախագծել սահմանադրություն ու պառլամենտական կոչվել համակարգ վերջնական անցում :	INDF;N;NHUM;NOM;SG 1;ACT;FIN;IND;IPFV;PL;POS;PRS;V DET DAT;INDF;N;NHUM;SG ADP _ ADV DEF;N;NHUM;NOM;SG ADJ;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V 3;DET;GEN;REFL;SG INDF;INS;N;NHUM;SG _ IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V ADP HUM;INDF;NOM;PROPN;SG DAT;HUM;INDF;PROPN;SG PASS;PFV;POS;V;V.PTCP DAT;INDF;N;NHUM;SG CONJ ADJ MID;POS;V;V.PTCP DAT;INDF;N;NHUM;SG ADJ DAT;DEF;N;NHUM;SG _
շուրթերին կծու ժպիտ երևաց :	շուրթ կծու ժպիտ երևալ :	DAT;DEF;N;NHUM;PL ADJ INDF;N;NHUM;NOM;SG 3;FIN;IND;MID;PFV;POS;PST;SG;V _
« անսահմանափակ շարժում » ծրագիրը մշակել և իրականացրել են ամերիկյան փոխանակման ծրագրերի մի խումբ շրջանավարտներ :	« անսահմանափակ շարժում » ծրագիր մշակել և իրականանալ եմ ամերիկյան փոխանակում ծրագիր մի խումբ շրջանավարտ :	_ ADJ INDF;N;NHUM;NOM;SG _ DEF;N;NHUM;NOM;SG ACT;PFV;V;V.PTCP CONJ ACT;PFV;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;PRS;V ADJ DAT;INDF;N;NHUM;SG DAT;INDF;N;NHUM;PL DET INDF;N;NHUM;NOM;SG HUM;INDF;N;NOM;PL _
— այնուամենայնիվ , ապրիլից հետո իշխանության գծած սցենարը հնարավոր ՞ է դուրս գա վերահսկողությունից ։	— այնուամենայնիվ , ապրիլ հետո իշխանություն գծել սցենար հնարավոր ՞ եմ դուրս գալ վերահսկողություն ։	_ PART _ AT+ABL;INDF;N;NHUM;SG ADP DAT;INDF;N;NHUM;SG ACT;PFV;POS;V;V.PTCP DEF;N;NHUM;NOM;SG ADJ _ 3;FIN;IND;IPFV;POS;PRS;SG;V ADV 3;FIN;MID;POS;PROSP;PRS;SBJV;SG;V AT+ABL;INDF;N;NHUM;SG _
այդ ճանապարհը հայաստանի համար ռազմավարական նշանակություն ունի , և վստահաբար կարող ենք ասել , որ հետանկախական շրջանի եզակի խոշոր նախագծերից մեկն է , որն ունի ոչ միայն ներհայկական , այլ նաև միջազգային , տարածաշրջանային նշանակություն :	այդ ճանապարհ հայաստան համար ռազմավարական նշանակություն ունենալ , և վստահաբար կարող եմ ասել , որ հետանկախական շրջան եզակի խոշոր նախագիծ մեկ եմ , որ ունենալ ոչ միայն ներհայկական , այլ նաև միջազգային , տարածաշրջանային նշանակություն :	DET DEF;N;NHUM;NOM;SG DAT;INDF;NHUM;PROPN;SG ADP ADV INDF;N;NHUM;NOM;SG 3;ACT;FIN;IND;IPFV;POS;PRS;SG;V _ CONJ ADV ADJ 3;FIN;IND;IPFV;PL;POS;PRS;V ACT;NFIN;POS;V _ CONJ ADJ DAT;INDF;N;NHUM;SG ADJ ADJ AT+ABL;INDF;N;NHUM;PL DEF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V _ DEF;NOM;PRO;SG 3;ACT;FIN;IND;IPFV;POS;PRS;SG;V PART ADV ADJ _ CONJ CONJ ADJ _ ADJ INDF;N;NHUM;NOM;SG _
