catherine of russia was also very satisfied .	catherine of russia be also very satisfied .	PROPN;SG ADP PROPN;SG 3;FIN;IND;PST;SG;V ADV ADV ADJ _
it was so successful that the military continued to use it for many years after the war , and it was still in use in some countries in the 1980s .	it be so successful that the military continue to use it for many year after the war , and it be still in use in some country in the 1980 .	3;NEUT;NOM;PRO;SG 3;FIN;IND;PST;SG;V ADV ADJ CONJ DEF;DET N;SG FIN;IND;PST;V PART NFIN;V 3;ACC;NEUT;PRO;SG ADP ADJ N;PL ADP DEF;DET N;SG _ CONJ 3;NEUT;NOM;PRO;SG 3;FIN;IND;PST;SG;V ADV ADP N;SG ADP DET N;PL ADP DEF;DET N;PL _
“ beijing believes its intervention is necessary to prevent a continued legislative paralysis in the city , ” he said .	“ beijing believe its intervention be necessary to prevent a continue legislative paralysis in the city , ” he say .	_ PROPN;SG 3;FIN;IND;PRS;SG;V 3;NEUT;PRO;SG N;SG 3;FIN;IND;PRS;SG;V ADJ PART NFIN;V DET;INDF PST;V;V.PTCP ADJ N;SG ADP DEF;DET N;SG _ _ 3;MASC;NOM;PRO;SG FIN;IND;PST;V _
following a job advertisement found by his sister in the scotsman , he worked for a year and a half as a staff journalist on the nottingham journal .	follow a job advertisement find by he sister in the scotsman , he work for a year and a half as a staff journalist on the nottingham journal .	V;V.MSDR DET;INDF N;SG N;SG PST;V;V.PTCP ADP 3;MASC;PRO;SG N;SG ADP DEF;DET PROPN;SG _ 3;MASC;NOM;PRO;SG FIN;IND;PST;V ADP DET;INDF N;SG CONJ DET;INDF N;SG ADP DET;INDF N;SG N;SG ADP DEF;DET PROPN;SG PROPN;SG _
this has to do with one of the few buildings in the city center that was spared from destruction by the end of the second world war .	this have to do with one of the few building in the city center that be spare from destruction by the end of the second world war .	PRO;SG 3;FIN;IND;PRS;SG;V PART NFIN;V ADP NUM ADP DEF;DET ADJ N;PL ADP DEF;DET N;SG N;SG PRO 3;FIN;IND;PST;SG;V PST;V;V.PTCP ADP N;SG ADP DEF;DET N;SG ADP DEF;DET ADJ PROPN;SG PROPN;SG _
the rspb ’s stance has also brought it into conflict with many leading conservationists , from the author of the petition , mark avery , to the tv presenter chris packham .	the rspb ’s stance have also bring it into conflict with many lead conservationist , from the author of the petition , mark avery , to the tv presenter chris packham .	DEF;DET PROPN;SG PART N;SG 3;FIN;IND;PRS;SG;V ADV PST;V;V.PTCP 3;ACC;NEUT;PRO;SG ADP N;SG ADP ADJ V;V.MSDR N;PL _ ADP DEF;DET N;SG ADP DEF;DET N;SG _ PROPN;SG PROPN;SG _ ADP DEF;DET N;SG N;SG PROPN;SG PROPN;SG _
police in b.c. said earlier klein did not appear to have a criminal history and released vague details about his recent whereabouts .	police in b.c. say earlier klein do not appear to have a criminal history and release vague detail about he recent whereabouts .	N;PL ADP PROPN;SG FIN;IND;PST;V ADV;CMPR PROPN;SG FIN;IND;PST;V NEG;PART NFIN;V PART NFIN;V DET;INDF ADJ N;SG CONJ FIN;IND;PST;V ADJ N;PL ADP 3;MASC;PRO;SG ADJ N;PL _
in 1912 was founded founded the first film company ( athina film ) and in 1916 the asty film .	in 1912 be found found the first film company ( athina film ) and in 1916 the asty film .	ADP NUM 3;FIN;IND;PST;SG;V PST;V;V.PTCP PST;V;V.PTCP DEF;DET ADJ N;SG N;SG _ PROPN;SG PROPN;SG _ CONJ ADP NUM DEF;DET PROPN;SG PROPN;SG _
afterwards , browse at the morning market ( 6.30 - 10 am ) : rice lollipops , wasp cocoons ( the pupae are considered a delicacy ) , buffalo lung , betel - nut bark and leaves , live toads and catfish .	afterwards , browse at the morning market ( 6.30 - 10 am ) : rice lollipop , wasp cocoon ( the pupa be consider a delicacy ) , buffalo lung , betel - nut bark and leaf , live toad and catfish .	ADV _ NFIN;V ADP DEF;DET N;SG N;SG _ NUM _ NUM ADV _ _ N;SG N;PL _ N;SG N;PL _ DEF;DET N;PL FIN;IND;PRS;V PST;V;V.PTCP DET;INDF N;SG _ _ N;SG N;SG _ N;SG _ N;SG N;SG CONJ N;PL _ ADJ N;PL CONJ N;PL _
in 1882 , a telegraphic system equipped with 34 fire alarm signals was put in operation .	in 1882 , a telegraphic system equip with 34 fire alarm signal be put in operation .	ADP NUM _ DET;INDF ADJ N;SG PST;V;V.PTCP ADP NUM N;SG N;SG N;PL 3;FIN;IND;PST;SG;V PST;V;V.PTCP ADP N;SG _
the exchange of barrosos caused a big stir .	the exchange of barrosos cause a big stir .	DEF;DET N;SG ADP PROPN;SG FIN;IND;PST;V DET;INDF ADJ N;SG _
" we do not believe the suspect has ties to this school , or to the two girls , or specifically to the abbotsford area , " she said .	" we do not believe the suspect have tie to this school , or to the two girl , or specifically to the abbotsford area , " she say .	_ 1;NOM;PL;PRO FIN;IND;PRS;V NEG;PART NFIN;V DEF;DET N;SG 3;FIN;IND;PRS;SG;V N;PL ADP DET;SG N;SG _ CONJ ADP DEF;DET NUM N;PL _ CONJ ADV ADP DEF;DET PROPN;SG N;SG _ _ 3;FEM;NOM;PRO;SG FIN;IND;PST;V _
i wanted to watch it with them , but they decided they ’d rather watch it without me in the end .	i want to watch it with they , but they decide they ’d rather watch it without i in the end .	1;NOM;PRO;SG FIN;IND;PST;V PART NFIN;V 3;ACC;NEUT;PRO;SG ADP 3;ACC;PL;PRO _ CONJ 3;NOM;PL;PRO FIN;IND;PST;V 3;NOM;PL;PRO FIN;V ADV NFIN;V 3;ACC;NEUT;PRO;SG ADP 1;ACC;PRO;SG ADP DEF;DET N;SG _
according to the director 's own count , to date he has made eight feature films .	accord to the director 's own count , to date he have make eight feature film .	V;V.MSDR ADP DEF;DET N;SG PART ADJ N;SG _ ADP N;SG 3;MASC;NOM;PRO;SG 3;FIN;IND;PRS;SG;V PST;V;V.PTCP NUM N;SG N;PL _
lord halifax , the lord president of the council , visited germany privately in november and met hitler and other german officials .	lord halifax , the lord president of the council , visit germany privately in november and meet hitler and other german official .	PROPN;SG PROPN;SG _ DEF;DET N;SG N;SG ADP DEF;DET N;SG _ FIN;IND;PST;V PROPN;SG ADV ADP PROPN;SG CONJ FIN;IND;PST;V PROPN;SG CONJ ADJ ADJ N;PL _
in july 1918 , the franco - monegasque treaty was signed , providing for limited french protection over monaco .	in july 1918 , the franco - monegasque treaty be sign , provide for limited french protection over monaco .	ADP PROPN;SG NUM _ DEF;DET PROPN;SG _ PROPN;SG N;SG 3;FIN;IND;PST;SG;V PST;V;V.PTCP _ V;V.MSDR ADP ADJ ADJ N;SG ADP PROPN;SG _
rafferty released two further albums in the 1990s in what musician tom robinson later described as " a major return to form " .	rafferty release two further album in the 1990 in what musician tom robinson later describe as " a major return to form " .	PROPN;SG FIN;IND;PST;V NUM ADJ N;PL ADP DEF;DET N;PL ADP PRO N;SG PROPN;SG PROPN;SG ADV FIN;IND;PST;V ADP _ DET;INDF ADJ N;SG ADP N;SG _ _
they generally do not explode catastrophically .	they generally do not explode catastrophically .	3;NOM;PL;PRO ADV FIN;IND;PRS;V NEG;PART NFIN;V ADV _
the newspaper " die zeit " first inquired with the real estate business about its dubious cash flows and the threat of insolvency in july .	the newspaper " die zeit " first inquire with the real estate business about its dubious cash flow and the threat of insolvency in july .	DEF;DET N;SG _ PROPN;SG PROPN;SG _ ADV FIN;IND;PST;V ADP DEF;DET ADJ N;SG N;SG ADP 3;NEUT;PRO;SG ADJ N;SG N;PL CONJ DEF;DET N;SG ADP N;SG ADP PROPN;SG _
on tuesday , the united states of america could elect the first female president in its history .	on tuesday , the united states of america could elect the first female president in its history .	ADP PROPN;SG _ DEF;DET PROPN;SG PL;PROPN ADP PROPN;SG FIN;V NFIN;V DEF;DET ADJ ADJ N;SG ADP 3;NEUT;PRO;SG N;SG _
kesha and pebe co-wrote the song " stephen " together when kesha was 16 , kesha then tracked down david gamson , a producer that she admired , from scritti politti who agreed to produce the song .	kesha and pebe co-write the song " stephen " together when kesha be 16 , kesha then track down david gamson , a producer that she admire , from scritti politti who agree to produce the song .	PROPN;SG CONJ PROPN;SG FIN;IND;PST;V DEF;DET N;SG _ PROPN;SG _ ADV CONJ PROPN;SG 3;FIN;IND;PST;SG;V NUM _ PROPN;SG ADV FIN;IND;PST;V ADP PROPN;SG PROPN;SG _ DET;INDF N;SG DET 3;FEM;NOM;PRO;SG FIN;IND;PST;V _ ADP PROPN;SG PROPN;SG PRO FIN;IND;PST;V PART NFIN;V DEF;DET N;SG _
this card gives an allowance that can be withdrawn from atms in order to buy school needs such as books and uniforms .	this card give a allowance that can be withdraw from atm in order to buy school need such as book and uniform .	DET;SG N;SG 3;FIN;IND;PRS;SG;V DET;INDF N;SG PRO FIN;V NFIN;V PST;V;V.PTCP ADP N;PL ADP N;SG PART NFIN;V N;SG N;PL ADJ ADP N;PL CONJ N;PL _
the guide is problematic , firstly because it has been developed " in the context of a state of emergency " .	the guide be problematic , firstly because it have be develop " in the context of a state of emergency " .	DEF;DET N;SG 3;FIN;IND;PRS;SG;V ADJ _ ADV CONJ 3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V PST;V;V.PTCP PST;V;V.PTCP _ ADP DEF;DET N;SG ADP DET;INDF N;SG ADP N;SG _ _
" pair prank their way into north korean golf tournament , " read brisbane 's nine news .	" pair prank they way into north korean golf tournament , " read brisbane 's nine news .	_ N;SG FIN;IND;PRS;V 3;PL;PRO N;SG ADP PROPN;SG ADJ N;SG N;SG _ _ FIN;IND;PST;V PROPN;SG PART NUM N;SG _
in early october , the transition team used the same venue to meet with technology lobbyists , inviting representatives from uber , the motion picture association of america , the consumer technology association and other groups .	in early october , the transition team use the same venue to meet with technology lobbyist , invite representative from uber , the motion picture association of america , the consumer technology association and other group .	ADP ADJ PROPN;SG _ DEF;DET N;SG N;SG FIN;IND;PST;V DEF;DET ADJ N;SG PART NFIN;V ADP N;SG N;PL _ V;V.MSDR N;PL ADP PROPN;SG _ DEF;DET N;SG N;SG N;SG ADP PROPN;SG _ DEF;DET N;SG N;SG N;SG CONJ ADJ N;PL _
at this time there were only around forty families living there with plenty of good farming land and grazing for cattle .	at this time there be only around forty family live there with plenty of good farming land and grazing for cattle .	ADP DET;SG N;SG PRO FIN;IND;PST;V ADV ADV NUM N;PL V;V.MSDR ADV ADP N;SG ADP ADJ N;SG N;SG CONJ N;SG ADP N;PL _
according to the programme , she will speak at 23.45 .	accord to the programme , she will speak at 23.45 .	V;V.MSDR ADP DEF;DET N;SG _ 3;FEM;NOM;PRO;SG FIN;V NFIN;V ADP NUM _
trump 's wife , melania trump , made her first appearance on the trail since the republican convention in july .	trump 's wife , melania trump , make she first appearance on the trail since the republican convention in july .	PROPN;SG PART N;SG _ PROPN;SG PROPN;SG _ FIN;IND;PST;V 3;FEM;PRO;SG ADJ N;SG ADP DEF;DET N;SG ADP DEF;DET ADJ N;SG ADP PROPN;SG _
there is no parade and there never has been .	there be no parade and there never have be .	PRO 3;FIN;IND;PRS;SG;V DET;NEG N;SG CONJ PRO ADV;NEG 3;FIN;IND;PRS;SG;V PST;V;V.PTCP _
kühn can only shake his head .	kühn can only shake he head .	PROPN;SG FIN;V ADV NFIN;V 3;MASC;PRO;SG N;SG _
this magma tends to be very viscous due to its high silica content , so it often does not reach the surface but cools at depth .	this magma tend to be very viscous due to its high silica content , so it often do not reach the surface but cool at depth .	DET;SG N;SG 3;FIN;IND;PRS;SG;V PART NFIN;V ADV ADJ ADP ADP 3;NEUT;PRO;SG ADJ N;SG N;SG _ ADV 3;NEUT;NOM;PRO;SG ADV 3;FIN;IND;PRS;SG;V ADV;NEG NFIN;V DEF;DET N;SG CONJ 3;FIN;IND;PRS;SG;V ADP N;SG _
in a recent interview , zay and zayion described recording their version of “ knuck if you buck ” on a home laptop .	in a recent interview , zay and zayion describe record they version of “ knuck if you buck ” on a home laptop .	ADP DET;INDF ADJ N;SG _ PROPN;SG CONJ PROPN;SG FIN;IND;PST;V V;V.MSDR 3;PL;PRO N;SG ADP _ NFIN;V CONJ 2;NOM;PRO FIN;IND;PRS;V _ ADP DET;INDF N;SG N;SG _
alejandra gonzález anaya , one of the parade 's creative directors , explained to cnn why mexico have decided now is the time to put on such a show .	alejandra gonzález anaya , one of the parade 's creative director , explain to cnn why mexico have decide now be the time to put on such a show .	PROPN;SG PROPN;SG PROPN;SG _ NUM ADP DEF;DET N;SG PART ADJ N;PL _ FIN;IND;PST;V ADP PROPN;SG ADV PROPN;SG FIN;IND;PRS;V PST;V;V.PTCP ADV 3;FIN;IND;PRS;SG;V DEF;DET N;SG PART NFIN;V ADP DET DET;INDF N;SG _
dust storms usually start in desert margins rather than the deserts themselves where the finer materials have already been blown away .	dust storm usually start in desert margin rather than the desert themselves where the finer material have already be blow away .	N;SG N;PL ADV FIN;IND;PRS;V ADP N;SG N;PL ADV ADP DEF;DET N;PL 3;PL;PRO ADV DEF;DET ADJ N;PL FIN;IND;PRS;V ADV PST;V;V.PTCP PST;V;V.PTCP ADV _
in addressing the cabinet shortly after german forces crossed the border , chamberlain placed blame on both germany and austria .	in address the cabinet shortly after german force cross the border , chamberlain place blame on both germany and austria .	CONJ V;V.MSDR DEF;DET N;SG ADV CONJ ADJ N;PL FIN;IND;PST;V DEF;DET N;SG _ PROPN;SG FIN;IND;PST;V N;SG ADP DET PROPN;SG CONJ PROPN;SG _
" there will be protests and other things , it 's all already planned , " the opposition told el mundo .	" there will be protest and other thing , it be all already plan , " the opposition tell el mundo .	_ DET FIN;V NFIN;V N;PL CONJ ADJ N;PL _ 3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V DET ADV PST;V;V.PTCP _ _ DEF;DET N;SG FIN;IND;PST;V PROPN;SG PROPN;SG _
unfortunately , rapid population growth and urban sprawl has covered much of these ecosystems with development .	unfortunately , rapid population growth and urban sprawl have cover much of these ecosystem with development .	ADV _ ADJ N;SG N;SG CONJ ADJ N;SG 3;FIN;IND;PRS;SG;V PST;V;V.PTCP ADJ ADP DET;PL N;PL ADP N;SG _
he is credited with helping efforts to tackle the mountain of debt accumulated by local governments in china .	he be credit with help effort to tackle the mountain of debt accumulate by local government in china .	3;MASC;NOM;PRO;SG 3;FIN;IND;PRS;SG;V PST;V;V.PTCP ADP V;V.MSDR N;PL PART NFIN;V DEF;DET N;SG ADP N;SG PST;V;V.PTCP ADP ADJ N;PL ADP PROPN;SG _
another theme of the skylark novels involves precursors of modern information technology .	another theme of the skylark novel involve precursor of modern information technology .	DET N;SG ADP DEF;DET PROPN;SG N;PL 3;FIN;IND;PRS;SG;V N;PL ADP ADJ N;SG N;SG _
in the 1350s , king gongmin was free at last to reform the goryeo government when the yuan dynasty began to crumble .	in the 1350 , king gongmin be free at last to reform the goryeo government when the yuan dynasty begin to crumble .	ADP DEF;DET N;PL _ PROPN;SG PROPN;SG 3;FIN;IND;PST;SG;V ADJ ADP ADJ PART NFIN;V DEF;DET PROPN;SG N;SG ADV DEF;DET PROPN;SG N;SG FIN;IND;PST;V PART NFIN;V _
the high altitude serves to cool the climate , which would otherwise be very hot .	the high altitude serve to cool the climate , which would otherwise be very hot .	DEF;DET ADJ N;SG 3;FIN;IND;PRS;SG;V PART NFIN;V DEF;DET N;SG _ PRO FIN;V ADV NFIN;V ADV ADJ _
he worked for the bbc for a decade .	he work for the bbc for a decade .	3;MASC;NOM;PRO;SG FIN;IND;PST;V ADP DEF;DET PROPN;SG ADP DET;INDF N;SG _
there has , however , been extensive statistical analysis of demographic and population data which includes women , especially in their childbearing roles .	there have , however , be extensive statistical analysis of demographic and population datum which include woman , especially in they childbearing role .	PRO 3;FIN;IND;PRS;SG;V _ ADV _ PST;V;V.PTCP ADJ ADJ N;SG ADP ADJ CONJ N;SG N;PL PRO 3;FIN;IND;PRS;SG;V N;PL _ ADV ADP 3;PL;PRO N;SG N;PL _
it ’s fair to say that rocco catalano works , lives and breathes retro .	it ’s fair to say that rocco catalano work , live and breathe retro .	3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V ADJ PART NFIN;V CONJ PROPN;SG PROPN;SG 3;FIN;IND;PRS;SG;V _ 3;FIN;IND;PRS;SG;V CONJ 3;FIN;IND;PRS;SG;V ADJ _
the early voting suggests that this time the latin americans will come out to vote in greater numbers , but it is unclear whether the increase will have an impact .	the early voting suggest that this time the latin americans will come out to vote in greater number , but it be unclear whether the increase will have a impact .	DEF;DET ADJ N;SG 3;FIN;IND;PRS;SG;V CONJ DET;SG N;SG DEF;DET PROPN;SG PL;PROPN FIN;V NFIN;V ADV PART NFIN;V ADP ADJ;CMPR N;PL _ CONJ 3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V ADJ CONJ DEF;DET N;SG FIN;V NFIN;V DET;INDF N;SG _
the dutch students have yet to decide if they will be commercializing their electric motorcycle .	the dutch student have yet to decide if they will be commercialize they electric motorcycle .	DEF;DET ADJ N;PL FIN;IND;PRS;V ADV PART NFIN;V CONJ 3;NOM;PL;PRO FIN;V NFIN;V PRS;V;V.PTCP 3;PL;PRO ADJ N;SG _
on thursday , the 3rd of november , the mayor of saint - gaudens ( in the haute - garonne region ) decided to suspend the urban development agreement with the government formed in 2014 .	on thursday , the 3rd of november , the mayor of saint - gaudens ( in the haute - garonne region ) decide to suspend the urban development agreement with the government form in 2014 .	ADP PROPN;SG _ DEF;DET N;SG ADP PROPN;SG _ DEF;DET N;SG ADP PROPN;SG _ PROPN;SG _ ADP DEF;DET PROPN;SG _ PROPN;SG N;SG _ FIN;IND;PST;V PART NFIN;V DEF;DET ADJ N;SG N;SG ADP DEF;DET N;SG PST;V;V.PTCP ADP NUM _
the reason for advertising the video in germany is unclear .	the reason for advertise the video in germany be unclear .	DEF;DET N;SG CONJ V;V.MSDR DEF;DET N;SG ADP PROPN;SG 3;FIN;IND;PRS;SG;V ADJ _
i also wonder whether the davis cup played a part .	i also wonder whether the davis cup play a part .	1;NOM;PRO;SG ADV FIN;IND;PRS;V CONJ DEF;DET PROPN;SG N;SG FIN;IND;PST;V DET;INDF N;SG _
